session_key,split,breakout_timestamp,direction,prior_level,filter_state,breakout_body_ratio,breakout_close_ratio,breakout_avg_body_multiple,filter_displacement_ratio,filter_flip_count,filter_doji_count,status,reason_code,time_bucket
2026-02-20,in_sample,2026-02-20T10:00:00-05:00,long,685.3500,trend_supportive,0.4379,0.4680,3.2578,0.7008,2,1,skipped,weak_breakout_bar,open_0930_1100
2026-02-20,in_sample,2026-02-20T10:50:00-05:00,long,688.7200,neutral,0.4626,0.8571,0.9796,0.4860,2,1,skipped,no_follow_through,open_0930_1100
2026-02-20,in_sample,2026-02-20T11:20:00-05:00,short,687.0000,neutral,0.6931,0.7228,2.0290,0.2188,3,2,executed,executed,midday_1100_1330
2026-02-20,in_sample,2026-02-20T11:45:00-05:00,long,688.8800,neutral,0.7518,0.8440,0.7447,0.1137,1,0,skipped,weak_breakout_bar,midday_1100_1330
2026-02-20,in_sample,2026-02-20T12:10:00-05:00,short,687.0400,neutral,0.9479,0.9763,2.1661,0.4834,1,1,executed,executed,midday_1100_1330
2026-02-20,in_sample,2026-02-20T13:30:00-05:00,long,687.8000,neutral,0.4230,0.6787,4.4662,0.4178,4,2,skipped,returned_to_range,late_1330_1600
2026-02-20,in_sample,2026-02-20T13:45:00-05:00,long,689.0200,neutral,0.2786,0.3071,0.7106,0.4875,5,2,skipped,weak_breakout_bar,late_1330_1600
2026-02-20,in_sample,2026-02-20T14:40:00-05:00,short,688.2400,neutral,0.5616,0.8904,1.5000,0.7204,4,1,skipped,no_follow_through,late_1330_1600
2026-02-20,in_sample,2026-02-20T15:05:00-05:00,long,688.8800,range_veto,0.5972,0.6111,1.8038,0.1493,3,3,skipped,range_veto,late_1330_1600
2026-02-23,in_sample,2026-02-23T10:00:00-05:00,short,686.3000,neutral,0.6070,0.9701,1.3996,0.3514,3,2,executed,executed,open_0930_1100
2026-02-23,in_sample,2026-02-23T11:00:00-05:00,short,682.1800,neutral,0.5801,0.7251,2.4202,0.7929,2,2,executed,executed,midday_1100_1330
2026-02-23,in_sample,2026-02-23T12:10:00-05:00,short,681.7800,neutral,0.4030,0.7313,2.0385,0.4249,3,4,skipped,returned_to_range,midday_1100_1330
2026-02-23,in_sample,2026-02-23T12:30:00-05:00,short,681.5900,neutral,0.7447,0.8298,3.3866,0.3182,3,4,executed,executed,midday_1100_1330
2026-02-23,in_sample,2026-02-23T13:00:00-05:00,long,682.3500,neutral,0.6678,0.8436,0.8752,0.1960,3,2,skipped,weak_breakout_bar,midday_1100_1330
2026-02-23,in_sample,2026-02-23T13:05:00-05:00,long,682.5090,neutral,0.8704,0.9630,1.0702,0.5576,3,2,executed,executed,midday_1100_1330
2026-02-23,in_sample,2026-02-23T13:50:00-05:00,short,682.8200,neutral,0.8861,0.9620,2.5076,0.0575,2,1,executed,executed,late_1330_1600
2026-02-23,in_sample,2026-02-23T15:30:00-05:00,long,681.5200,neutral,0.7826,0.8247,3.5126,0.3333,2,0,skipped,no_follow_through,late_1330_1600
2026-02-24,in_sample,2026-02-24T10:20:00-05:00,long,684.9700,neutral,0.8718,0.9658,1.2167,0.2483,3,0,executed,executed,open_0930_1100
2026-02-25,in_sample,2026-02-25T10:05:00-05:00,short,690.6200,neutral,0.5353,0.6580,1.0562,0.0803,3,1,skipped,no_follow_through,open_0930_1100
2026-02-25,in_sample,2026-02-25T11:05:00-05:00,long,691.1900,neutral,0.7143,0.9796,2.7097,0.5099,3,3,skipped,returned_to_range,midday_1100_1330
2026-02-25,in_sample,2026-02-25T11:25:00-05:00,long,691.4100,neutral,0.7600,0.7800,1.4826,0.5000,2,0,executed,executed,midday_1100_1330
2026-02-25,in_sample,2026-02-25T14:00:00-05:00,long,692.6900,neutral,0.6923,0.7179,4.1013,0.3750,4,4,executed,executed,late_1330_1600
2026-02-26,in_sample,2026-02-26T10:00:00-05:00,short,690.4200,neutral,0.2404,0.4810,0.8000,0.9063,0,2,skipped,weak_breakout_bar,open_0930_1100
2026-02-26,in_sample,2026-02-26T10:10:00-05:00,short,689.5750,neutral,0.7049,0.9829,3.7706,0.8293,0,2,skipped,stop_too_wide,open_0930_1100
2026-02-26,in_sample,2026-02-26T10:15:00-05:00,short,688.5511,neutral,0.9522,0.9566,4.4912,0.9393,0,2,skipped,stop_too_wide,open_0930_1100
2026-02-26,in_sample,2026-02-26T10:20:00-05:00,short,686.3300,neutral,0.5759,0.8102,1.5253,0.8794,0,2,executed,executed,open_0930_1100
2026-02-26,in_sample,2026-02-26T11:10:00-05:00,long,688.2800,neutral,0.6305,1.0000,1.8916,0.7638,0,3,executed,executed,midday_1100_1330
2026-02-26,in_sample,2026-02-26T11:40:00-05:00,short,687.3740,neutral,0.7738,1.0000,1.5795,0.3452,3,0,executed,executed,midday_1100_1330
2026-02-26,in_sample,2026-02-26T13:30:00-05:00,long,685.9550,range_veto,0.8228,0.9810,6.4463,0.1646,2,3,skipped,range_veto,late_1330_1600
2026-02-26,in_sample,2026-02-26T13:35:00-05:00,long,686.9900,neutral,0.4464,0.8125,1.3953,0.8178,3,3,skipped,no_follow_through,late_1330_1600
2026-02-26,in_sample,2026-02-26T14:05:00-05:00,long,688.1900,neutral,0.8209,0.9104,2.5381,0.5583,2,3,executed,executed,late_1330_1600
2026-02-27,in_sample,2026-02-27T10:05:00-05:00,long,684.4300,range_veto,0.4875,0.5563,1.0788,0.0392,4,2,skipped,range_veto,open_0930_1100
2026-02-27,in_sample,2026-02-27T10:40:00-05:00,long,685.4900,range_veto,0.5900,0.9100,1.7605,0.1852,3,3,skipped,range_veto,open_0930_1100
2026-02-27,in_sample,2026-02-27T11:30:00-05:00,long,686.0500,neutral,0.8696,0.9239,1.7209,0.1043,3,1,skipped,returned_to_range,midday_1100_1330
2026-02-27,in_sample,2026-02-27T11:40:00-05:00,short,684.8000,neutral,0.8941,0.9294,1.5540,0.4698,3,1,executed,executed,midday_1100_1330
2026-02-27,in_sample,2026-02-27T12:15:00-05:00,short,684.5650,range_veto,0.8591,0.8926,0.8888,0.0727,4,1,skipped,range_veto,midday_1100_1330
2026-02-27,in_sample,2026-02-27T12:20:00-05:00,short,684.1600,neutral,0.1863,0.2549,0.2358,0.1840,3,0,skipped,weak_breakout_bar,midday_1100_1330
2026-02-27,in_sample,2026-02-27T13:20:00-05:00,short,683.5000,neutral,0.1770,0.4336,0.4675,0.2203,1,2,skipped,weak_breakout_bar,midday_1100_1330
2026-02-27,in_sample,2026-02-27T14:00:00-05:00,long,684.2400,range_veto,0.8402,0.9231,5.8759,0.1596,3,4,skipped,range_veto,late_1330_1600
2026-02-27,in_sample,2026-02-27T14:30:00-05:00,short,683.4800,range_veto,0.4187,0.4420,0.5882,0.2333,2,3,skipped,range_veto,late_1330_1600
2026-02-27,in_sample,2026-02-27T15:10:00-05:00,long,684.1300,range_veto,0.9882,1.0000,5.6846,0.1053,1,3,skipped,range_veto,late_1330_1600
2026-02-27,in_sample,2026-02-27T15:15:00-05:00,long,685.2200,neutral,0.6325,0.8034,1.0423,0.8789,1,3,executed,executed,late_1330_1600
2026-03-02,in_sample,2026-03-02T10:00:00-05:00,long,683.3700,neutral,0.6262,0.8932,1.2573,0.8037,4,1,executed,executed,open_0930_1100
2026-03-02,in_sample,2026-03-02T14:30:00-05:00,long,688.2800,trend_supportive,0.3810,0.5716,0.3273,0.9482,0,1,skipped,weak_breakout_bar,late_1330_1600
2026-03-02,in_sample,2026-03-02T15:05:00-05:00,short,687.8750,neutral,0.8418,0.8964,9.8765,0.4497,2,0,skipped,stop_too_wide,late_1330_1600
2026-03-02,in_sample,2026-03-02T15:10:00-05:00,short,685.9600,trend_supportive,0.8455,0.8727,1.9428,0.8023,2,0,skipped,returned_to_range,late_1330_1600
