trade_id,session_key,split,direction,filter_state,breakout_timestamp,follow_through_timestamp,entry_timestamp,exit_timestamp,time_bucket,raw_entry_price,executed_entry_price,stop_price,target_price,exit_price,executed_exit_price,risk_per_share,quantity,pnl_per_share,pnl_cash,pnl_r,equity_after_close,exit_reason
PA-SC-002-2026-04-10-03,2026-04-10,out_of_sample,long,neutral,2026-04-10T13:50:00-04:00,2026-04-10T13:55:00-04:00,2026-04-10T14:00:00-04:00,2026-04-10T14:00:00-04:00,late_1330_1600,679.4500,679.5279,679.2194,679.6806,679.2194,679.1415,0.2306,36,-0.3864,-13.9104,-1.6756,24736.1026,stop_hit
PA-SC-002-2026-04-10-04,2026-04-10,out_of_sample,long,neutral,2026-04-10T15:00:00-04:00,2026-04-10T15:10:00-04:00,2026-04-10T15:15:00-04:00,2026-04-10T15:35:00-04:00,late_1330_1600,679.9500,680.0280,679.2800,680.6200,679.2800,679.2021,0.6700,36,-0.8259,-29.7324,-1.2327,24706.3702,stop_hit
PA-SC-002-2026-04-13-01,2026-04-13,out_of_sample,long,neutral,2026-04-13T10:50:00-04:00,2026-04-13T10:55:00-04:00,2026-04-13T11:00:00-04:00,2026-04-13T11:25:00-04:00,open_0930_1100,680.5300,680.6081,679.4900,681.5700,679.4900,679.4121,1.0400,36,-1.1960,-43.0560,-1.1500,24663.3142,stop_hit
PA-SC-002-2026-04-13-02,2026-04-13,out_of_sample,long,neutral,2026-04-13T12:20:00-04:00,2026-04-13T12:25:00-04:00,2026-04-13T12:30:00-04:00,2026-04-13T12:50:00-04:00,midday_1100_1330,681.3800,681.4581,680.2000,682.5600,682.5600,682.4817,1.1800,36,1.0236,36.8496,0.8675,24700.1638,target_hit
PA-SC-002-2026-04-13-03,2026-04-13,out_of_sample,long,neutral,2026-04-13T14:40:00-04:00,2026-04-13T14:45:00-04:00,2026-04-13T14:50:00-04:00,2026-04-13T15:20:00-04:00,late_1330_1600,683.1000,683.1783,682.5300,683.6700,683.6700,683.5916,0.5700,36,0.4133,14.8788,0.7251,24715.0426,target_hit
PA-SC-002-2026-04-14-01,2026-04-14,out_of_sample,long,trend_supportive,2026-04-14T10:05:00-04:00,2026-04-14T10:10:00-04:00,2026-04-14T10:15:00-04:00,2026-04-14T11:25:00-04:00,open_0930_1100,690.8700,690.9491,689.5700,692.1700,692.1700,692.0908,1.3000,35,1.1417,39.9595,0.8782,24755.0021,target_hit
PA-SC-002-2026-04-14-02,2026-04-14,out_of_sample,long,neutral,2026-04-14T12:20:00-04:00,2026-04-14T12:25:00-04:00,2026-04-14T12:30:00-04:00,2026-04-14T12:50:00-04:00,midday_1100_1330,693.5900,693.6694,693.1800,694.0000,693.1800,693.1007,0.4100,35,-0.5687,-19.9045,-1.3871,24735.0976,stop_hit
PA-SC-002-2026-04-14-03,2026-04-14,out_of_sample,long,neutral,2026-04-14T13:15:00-04:00,2026-04-14T13:20:00-04:00,2026-04-14T13:25:00-04:00,2026-04-14T14:15:00-04:00,midday_1100_1330,693.9200,693.9994,693.2200,694.6200,693.2200,693.1407,0.7000,35,-0.8587,-30.0545,-1.2267,24705.0431,stop_hit
PA-SC-002-2026-04-14-04,2026-04-14,out_of_sample,long,neutral,2026-04-14T15:00:00-04:00,2026-04-14T15:05:00-04:00,2026-04-14T15:10:00-04:00,2026-04-14T15:20:00-04:00,late_1330_1600,693.3750,693.4543,692.6800,694.0700,694.0700,693.9906,0.6950,35,0.5363,18.7705,0.7717,24723.8136,target_hit
PA-SC-002-2026-04-15-01,2026-04-15,out_of_sample,long,neutral,2026-04-15T10:20:00-04:00,2026-04-15T10:25:00-04:00,2026-04-15T10:30:00-04:00,2026-04-15T12:55:00-04:00,open_0930_1100,696.9200,696.9997,695.8600,697.9800,695.8600,695.7804,1.0600,35,-1.2193,-42.6755,-1.1503,24681.1381,stop_hit
PA-SC-002-2026-04-15-02,2026-04-15,out_of_sample,long,neutral,2026-04-15T14:30:00-04:00,2026-04-15T14:40:00-04:00,2026-04-15T14:45:00-04:00,2026-04-15T14:50:00-04:00,late_1330_1600,698.8900,698.9699,698.4700,699.3100,699.3100,699.2301,0.4200,35,0.2602,9.1070,0.6195,24690.2451,target_hit
PA-SC-002-2026-04-16-01,2026-04-16,out_of_sample,long,neutral,2026-04-16T10:45:00-04:00,2026-04-16T10:50:00-04:00,2026-04-16T10:55:00-04:00,2026-04-16T11:05:00-04:00,open_0930_1100,700.0700,700.1500,699.3600,700.7800,700.7800,700.6999,0.7100,35,0.5499,19.2465,0.7745,24709.4916,target_hit
PA-SC-002-2026-04-16-02,2026-04-16,out_of_sample,long,trend_supportive,2026-04-16T11:10:00-04:00,2026-04-16T11:20:00-04:00,2026-04-16T11:25:00-04:00,2026-04-16T11:25:00-04:00,midday_1100_1330,701.6100,701.6902,700.9700,702.2500,700.9700,700.8899,0.6400,35,-0.8003,-28.0105,-1.2505,24681.4811,stop_hit
PA-SC-002-2026-04-16-03,2026-04-16,out_of_sample,long,neutral,2026-04-16T15:35:00-04:00,2026-04-16T15:45:00-04:00,2026-04-16T15:50:00-04:00,2026-04-16T15:55:00-04:00,late_1330_1600,701.6300,701.7102,701.0500,702.2100,701.5500,701.4698,0.5800,35,-0.2404,-8.4140,-0.4145,24673.0671,session_close
PA-SC-002-2026-04-17-01,2026-04-17,out_of_sample,long,neutral,2026-04-17T10:00:00-04:00,2026-04-17T10:05:00-04:00,2026-04-17T10:10:00-04:00,2026-04-17T10:30:00-04:00,open_0930_1100,709.1400,709.2209,708.1400,710.1400,710.1400,710.0590,1.0000,34,0.8381,28.4954,0.8381,24701.5625,target_hit
PA-SC-002-2026-04-17-02,2026-04-17,out_of_sample,long,neutral,2026-04-17T10:40:00-04:00,2026-04-17T10:45:00-04:00,2026-04-17T10:50:00-04:00,2026-04-17T10:55:00-04:00,open_0930_1100,711.2400,711.3211,710.2800,712.2000,710.2800,710.1990,0.9600,34,-1.1221,-38.1514,-1.1689,24663.4111,stop_hit
PA-SC-002-2026-04-17-03,2026-04-17,out_of_sample,long,neutral,2026-04-17T12:30:00-04:00,2026-04-17T12:35:00-04:00,2026-04-17T12:40:00-04:00,2026-04-17T13:05:00-04:00,midday_1100_1330,712.0600,712.1412,711.5050,712.6150,711.5050,711.4238,0.5550,34,-0.7174,-24.3916,-1.2926,24639.0195,stop_hit
PA-SC-002-2026-04-17-04,2026-04-17,out_of_sample,long,neutral,2026-04-17T15:35:00-04:00,2026-04-17T15:40:00-04:00,2026-04-17T15:45:00-04:00,2026-04-17T15:55:00-04:00,late_1330_1600,710.2900,710.3710,709.5500,711.0300,710.0500,709.9690,0.7400,34,-0.4020,-13.6680,-0.5432,24625.3515,session_close
